Account_ID,Customer_Name,Age,Gender,Marital_Status,Account_Type,Balance,Interest_Rate,Account_Term,Opening_Date,Closing_Date,Transaction_Status,Transaction_Amount,Transaction_Type,Frequency,Region,Occupation,Dependents,Customer_Satisfaction_Rating
A0347,Customer_347,18,Female,Divorced,Savings,431849,2.712275585567741,13,2014-04-24,2028-09-10,Failed,41135,Withdrawal,Monthly,West,Student,1,2
A0348,Customer_348,42,Female,Divorced,Fixed Deposit,277967,2.9199636139269156,9,2002-09-24,2026-05-04,Failed,24721,Deposit,Yearly,South,Student,2,4
A0349,Customer_349,34,Female,Divorced,Current,402650,5.0844246162007884,12,2015-11-18,2028-10-14,Success,56302,Deposit,Quarterly,South,Unemployed,2,2
A0350,Customer_350,68,Female,Married,Current,687594,3.2637088892730404,4,2002-09-09,2030-03-06,Success,91580,Deposit,Quarterly,East,Retired,2,3
A0351,Customer_351,68,Female,Single,Savings,510172,2.5731127106159173,1,2001-12-08,2022-05-05,Failed,54847,Deposit,Monthly,West,Employed,5,4
A0352,Customer_352,47,Male,Divorced,Fixed Deposit,600809,5.354889556752892,10,2019-03-17,2025-03-09,Success,27570,Withdrawal,Yearly,North,Student,3,3
A0353,Customer_353,36,Male,Married,Fixed Deposit,639543,4.836463222364006,13,2013-07-24,2026-10-01,Failed,57598,Withdrawal,Monthly,South,Self-Employed,2,3
A0354,Customer_354,45,Female,Married,Current,497025,2.2719415296386076,8,2002-11-30,2029-03-22,Failed,59078,Withdrawal,Yearly,West,Retired,3,4
A0355,Customer_355,62,Male,Single,Fixed Deposit,40285,5.75520907090492,13,2008-06-06,2027-06-15,Success,73296,Transfer,Yearly,East,Employed,5,3
A0356,Customer_356,64,Female,Single,Current,181564,6.950382113244871,17,2014-09-21,2021-03-13,Success,4045,Transfer,Monthly,South,Student,2,2
A0357,Customer_357,68,Male,Married,Current,289792,4.744255567389175,4,2017-02-17,2030-06-25,Success,49212,Deposit,Quarterly,North,Self-Employed,4,2
A0358,Customer_358,53,Male,Single,Current,423548,5.22337256929519,11,2020-03-07,2023-11-30,Success,18312,Transfer,Yearly,South,Student,2,3
A0359,Customer_359,60,Female,Divorced,Savings,151840,2.3657228607927507,16,2014-07-13,2022-10-30,Failed,75795,Transfer,Monthly,West,Unemployed,4,1
A0360,Customer_360,63,Female,Married,Fixed Deposit,649276,5.358426245576246,20,2012-09-11,2027-07-11,Failed,16922,Withdrawal,Monthly,North,Student,0,1
A0361,Customer_361,49,Female,Divorced,Savings,639221,3.253438074074775,18,2018-01-05,2021-08-28,Success,40151,Transfer,Monthly,East,Retired,1,2
A0362,Customer_362,27,Male,Married,Current,714884,2.9870879622395803,3,2004-02-22,2022-08-22,Failed,96805,Transfer,Quarterly,West,Employed,1,5
A0363,Customer_363,30,Male,Divorced,Fixed Deposit,728356,4.902978267043471,6,2020-02-05,2024-08-02,Failed,1368,Transfer,Monthly,South,Unemployed,4,3
A0364,Customer_364,36,Male,Single,Fixed Deposit,422233,6.757699531720986,7,2002-06-27,2026-03-04,Failed,65609,Deposit,Monthly,East,Unemployed,2,5
A0365,Customer_365,31,Male,Single,Current,41666,3.7856917950591122,17,2015-08-08,2030-11-07,Failed,86456,Withdrawal,Monthly,East,Self-Employed,0,5
A0366,Customer_366,21,Female,Divorced,Fixed Deposit,416018,5.356477828900255,15,2004-02-18,2028-10-10,Success,46586,Transfer,Monthly,East,Employed,1,3
A0367,Customer_367,55,Female,Married,Current,933786,3.172664243729601,18,2005-09-06,2022-07-09,Success,44641,Withdrawal,Monthly,West,Employed,2,5
A0368,Customer_368,65,Male,Married,Current,922653,3.4256857193826056,1,2006-08-10,2025-01-03,Success,29655,Withdrawal,Yearly,West,Retired,4,5
A0369,Customer_369,52,Male,Divorced,Current,348596,2.349044423554785,2,2010-06-22,2022-10-31,Failed,55038,Transfer,Quarterly,East,Self-Employed,2,2
A0370,Customer_370,21,Male,Divorced,Current,725056,2.967492845572007,8,2014-10-24,2021-08-05,Success,55899,Transfer,Monthly,East,Self-Employed,5,4
A0371,Customer_371,65,Male,Single,Fixed Deposit,250119,4.4293061513694365,17,2020-12-30,2024-01-22,Success,89984,Withdrawal,Monthly,South,Student,2,5
A0372,Customer_372,38,Female,Single,Savings,52685,3.641730391097904,10,2001-09-12,2025-01-19,Failed,98748,Withdrawal,Quarterly,North,Retired,2,1
A0373,Customer_373,21,Female,Divorced,Fixed Deposit,782975,5.297111254396866,11,2014-04-29,2025-09-15,Success,52970,Deposit,Yearly,East,Self-Employed,5,2
A0374,Customer_374,21,Female,Divorced,Savings,499302,5.467290646738183,16,2010-03-03,2028-02-20,Success,90607,Deposit,Monthly,North,Employed,1,1
A0375,Customer_375,55,Female,Married,Fixed Deposit,966565,2.761974810270667,13,2020-09-10,2024-12-29,Failed,70564,Deposit,Yearly,West,Self-Employed,4,1
A0376,Customer_376,48,Male,Married,Current,282631,4.834309464860462,6,2006-03-14,2021-07-19,Failed,39374,Deposit,Yearly,West,Student,5,5
A0377,Customer_377,50,Female,Divorced,Fixed Deposit,941605,6.038498823208107,1,2017-04-03,2024-04-02,Failed,42839,Deposit,Yearly,East,Retired,2,4
A0378,Customer_378,51,Male,Married,Fixed Deposit,391532,6.7932946096475195,12,2009-07-29,2024-04-09,Failed,77033,Withdrawal,Quarterly,East,Student,3,3
A0379,Customer_379,28,Female,Single,Fixed Deposit,22215,2.843197554529901,12,2015-07-11,2026-12-10,Failed,3146,Transfer,Quarterly,North,Retired,5,2
A0380,Customer_380,21,Female,Married,Current,355278,3.5660739036714704,12,2020-04-05,2028-03-02,Failed,74493,Transfer,Quarterly,North,Retired,3,3
A0381,Customer_381,50,Female,Divorced,Savings,858091,5.928300560322616,10,2014-12-21,2021-11-11,Failed,4321,Transfer,Yearly,West,Self-Employed,5,5
A0382,Customer_382,23,Male,Single,Fixed Deposit,833204,5.560995636128492,8,2017-04-07,2026-10-06,Success,18336,Deposit,Quarterly,South,Employed,2,3
A0383,Customer_383,29,Female,Single,Current,318776,5.20419272169933,17,2017-04-09,2023-03-05,Success,20244,Deposit,Quarterly,West,Student,1,4
A0384,Customer_384,22,Male,Single,Savings,327053,3.383399175111579,9,2007-04-03,2029-08-06,Success,43386,Transfer,Yearly,South,Unemployed,5,2
A0385,Customer_385,56,Female,Married,Current,294964,3.7974299987519466,2,2005-10-09,2028-01-17,Success,74573,Transfer,Yearly,East,Student,5,4
A0386,Customer_386,22,Female,Married,Savings,884788,5.397900899237871,9,2003-08-19,2023-01-21,Failed,82654,Transfer,Monthly,South,Unemployed,1,1
A0387,Customer_387,61,Male,Single,Current,516500,3.657814751486697,13,2017-07-05,2029-07-30,Success,79136,Withdrawal,Quarterly,East,Unemployed,1,3
A0388,Customer_388,33,Female,Single,Current,900924,4.399769852416529,1,2001-08-29,2022-01-23,Failed,79770,Withdrawal,Monthly,West,Self-Employed,4,5
A0389,Customer_389,43,Male,Married,Current,731000,4.226789867831081,18,2006-03-21,2027-09-19,Success,75319,Transfer,Monthly,East,Employed,2,5
A0390,Customer_390,25,Female,Married,Current,719119,5.873834807629578,9,2017-06-06,2029-06-10,Success,51334,Transfer,Monthly,North,Unemployed,3,1
A0391,Customer_391,54,Female,Single,Current,103988,4.434856912183457,8,2001-05-26,2022-11-16,Failed,50080,Deposit,Yearly,East,Retired,2,3
A0392,Customer_392,33,Male,Married,Fixed Deposit,912107,2.544163181475183,5,2008-08-01,2027-02-06,Success,26865,Transfer,Monthly,North,Retired,5,2
A0393,Customer_393,55,Female,Married,Fixed Deposit,240030,5.227758020409482,11,2008-09-18,2024-08-14,Success,51301,Deposit,Yearly,West,Student,1,4
A0394,Customer_394,56,Female,Married,Savings,141913,2.4098684654307734,13,2007-06-18,2030-10-14,Success,8450,Withdrawal,Monthly,North,Employed,0,1
A0395,Customer_395,20,Male,Married,Fixed Deposit,316076,3.403079698186876,5,2001-05-07,2024-07-19,Failed,70156,Withdrawal,Yearly,South,Unemployed,1,2
A0396,Customer_396,57,Male,Divorced,Current,780850,6.132218366116347,3,2005-10-16,2030-04-10,Failed,50750,Transfer,Monthly,East,Self-Employed,4,5
A0397,Customer_397,23,Female,Divorced,Current,465635,6.456485194661395,13,2018-03-25,2030-06-24,Failed,24785,Transfer,Monthly,North,Retired,2,2
A0398,Customer_398,44,Male,Divorced,Fixed Deposit,812630,2.9821596467209845,17,2005-12-08,2028-09-06,Failed,62330,Withdrawal,Quarterly,North,Student,1,3
A0399,Customer_399,60,Male,Single,Savings,866938,5.667723085222238,20,2003-12-28,2029-12-21,Failed,14339,Withdrawal,Quarterly,West,Retired,4,1
A0400,Customer_400,55,Male,Married,Savings,337454,5.133094425367652,8,2009-11-18,2024-05-18,Failed,43201,Transfer,Yearly,East,Student,0,4
A0401,Customer_401,54,Male,Divorced,Savings,283507,5.637126836009322,14,2001-07-22,2024-01-17,Failed,74747,Deposit,Quarterly,North,Unemployed,2,2
A0402,Customer_402,51,Female,Married,Fixed Deposit,765201,6.460525923171278,8,2011-01-11,2028-09-08,Failed,59283,Deposit,Yearly,West,Self-Employed,2,2
A0403,Customer_403,38,Male,Divorced,Current,438017,6.247936364530709,19,2020-10-28,2028-10-29,Success,83855,Withdrawal,Yearly,East,Unemployed,5,2
A0404,Customer_404,34,Male,Single,Savings,635366,5.158132472306274,5,2004-07-01,2028-09-20,Success,40030,Deposit,Quarterly,North,Student,4,2
A0405,Customer_405,31,Male,Single,Savings,677913,6.063211999158952,14,2013-09-08,2025-01-24,Success,12321,Transfer,Yearly,North,Student,5,4
A0406,Customer_406,60,Male,Divorced,Savings,94624,4.8945039363628045,10,2008-10-21,2022-01-28,Success,22568,Transfer,Yearly,East,Retired,4,2
A0407,Customer_407,63,Male,Single,Current,198064,5.84600127451257,20,2004-01-01,2026-12-29,Success,13772,Deposit,Quarterly,South,Retired,3,2
A0408,Customer_408,38,Male,Married,Current,464173,3.0638034308814843,11,2014-06-23,2027-07-04,Success,88558,Withdrawal,Yearly,East,Employed,3,1
A0409,Customer_409,33,Male,Married,Savings,222659,2.183281546517983,15,2011-01-13,2024-12-11,Success,72570,Transfer,Monthly,East,Employed,4,3
A0410,Customer_410,34,Female,Single,Current,958803,3.3030816072027873,18,2002-06-07,2030-03-27,Success,23383,Deposit,Quarterly,South,Student,1,2
A0411,Customer_411,43,Male,Married,Savings,864994,6.469929672730274,5,2003-03-24,2022-08-12,Success,4302,Withdrawal,Monthly,North,Employed,2,1
A0412,Customer_412,26,Male,Divorced,Fixed Deposit,427949,4.698385584060249,7,2012-02-15,2021-02-22,Success,90411,Transfer,Quarterly,East,Student,5,5
A0413,Customer_413,60,Female,Divorced,Savings,777936,5.269540696412222,5,2017-03-29,2022-07-15,Failed,79184,Transfer,Monthly,South,Self-Employed,1,4
A0414,Customer_414,59,Male,Divorced,Fixed Deposit,508993,2.743164918043413,19,2009-09-02,2026-10-24,Success,64143,Transfer,Yearly,South,Employed,4,4
A0415,Customer_415,37,Male,Married,Current,797386,3.9624917292336614,18,2004-11-24,2024-02-27,Success,3617,Withdrawal,Quarterly,West,Self-Employed,4,4
A0416,Customer_416,47,Female,Divorced,Savings,542590,6.4571877186054305,7,2013-10-08,2025-03-08,Failed,24570,Deposit,Monthly,North,Retired,2,5
A0417,Customer_417,38,Male,Single,Current,910313,4.948003773883984,5,2014-06-06,2029-09-25,Success,26183,Transfer,Yearly,East,Employed,4,5
A0418,Customer_418,66,Male,Divorced,Savings,393073,6.285820770673422,10,2002-05-20,2026-06-10,Success,9208,Transfer,Monthly,South,Self-Employed,2,5
A0419,Customer_419,22,Male,Married,Fixed Deposit,861899,2.6694062972329977,17,2020-06-20,2025-08-15,Failed,50679,Transfer,Quarterly,North,Self-Employed,3,2
A0420,Customer_420,18,Male,Married,Current,59936,4.505615856886356,5,2009-11-26,2024-10-25,Failed,37300,Transfer,Yearly,West,Student,3,4
A0421,Customer_421,47,Male,Divorced,Current,541299,2.4527701212758255,14,2016-01-17,2022-10-30,Success,27086,Transfer,Monthly,East,Employed,5,2
A0422,Customer_422,57,Female,Single,Savings,830937,3.8193277903708545,5,2005-10-22,2022-02-24,Failed,30644,Deposit,Monthly,South,Employed,1,5
A0423,Customer_423,54,Male,Single,Current,167694,2.052958416293505,19,2002-04-26,2023-06-12,Failed,38255,Deposit,Quarterly,West,Student,4,5
A0424,Customer_424,24,Female,Single,Fixed Deposit,69804,3.194404022692957,6,2000-10-12,2022-09-26,Success,86551,Transfer,Monthly,West,Student,3,4
A0425,Customer_425,22,Male,Married,Fixed Deposit,327236,6.820001341646166,11,2001-08-20,2026-08-24,Success,68833,Deposit,Yearly,West,Self-Employed,1,5
A0426,Customer_426,52,Male,Single,Savings,745037,6.909265995548515,3,2001-07-30,2023-06-25,Success,9272,Deposit,Yearly,North,Retired,3,4
A0427,Customer_427,31,Female,Married,Savings,532413,5.42080828420235,18,2012-10-24,2030-04-30,Success,59693,Transfer,Yearly,East,Student,3,3
A0428,Customer_428,50,Male,Divorced,Current,423979,5.7860303563675535,18,2016-04-26,2023-02-11,Failed,7630,Transfer,Monthly,East,Self-Employed,0,3
A0429,Customer_429,34,Male,Divorced,Fixed Deposit,143239,2.701853463285433,4,2005-08-14,2029-12-01,Failed,48419,Deposit,Yearly,East,Retired,5,3
A0430,Customer_430,26,Female,Married,Current,819430,2.7961120895722944,6,2017-06-07,2027-04-08,Failed,68064,Deposit,Quarterly,South,Student,0,4
A0431,Customer_431,40,Male,Married,Fixed Deposit,893647,4.83178627299934,11,2009-12-31,2027-11-18,Success,1547,Transfer,Quarterly,West,Student,2,3
A0432,Customer_432,22,Male,Divorced,Fixed Deposit,550753,4.829062665232021,5,2000-06-02,2028-09-25,Failed,22621,Withdrawal,Quarterly,East,Employed,1,3
A0433,Customer_433,33,Female,Divorced,Savings,923047,6.360975770940466,1,2020-02-09,2030-04-29,Success,42930,Withdrawal,Yearly,South,Unemployed,2,2
A0434,Customer_434,41,Female,Married,Current,597296,2.7309952652424503,11,2011-03-01,2026-11-24,Success,53952,Deposit,Yearly,South,Employed,1,3
A0435,Customer_435,36,Female,Divorced,Fixed Deposit,31354,5.6600223736279975,14,2003-05-04,2030-06-28,Failed,51362,Deposit,Quarterly,East,Student,1,5
A0436,Customer_436,28,Male,Divorced,Savings,183176,6.695876291349364,14,2014-08-23,2026-12-20,Failed,20682,Deposit,Quarterly,South,Unemployed,1,3
A0437,Customer_437,46,Female,Single,Fixed Deposit,203127,2.2020991302586763,10,2014-05-12,2028-12-28,Success,14615,Transfer,Monthly,West,Unemployed,2,1
A0438,Customer_438,52,Male,Single,Savings,918693,5.80736188917019,15,2000-01-08,2027-03-08,Failed,17026,Deposit,Monthly,South,Retired,4,2
A0439,Customer_439,63,Male,Divorced,Savings,874390,3.1587495380215778,9,2020-12-03,2028-11-16,Success,70413,Transfer,Quarterly,East,Unemployed,5,3
A0440,Customer_440,37,Female,Divorced,Savings,211477,3.3217855755029313,5,2000-11-05,2029-06-25,Success,54942,Deposit,Yearly,East,Retired,0,2
A0441,Customer_441,57,Female,Single,Current,878633,3.1700933442565957,7,2014-11-27,2030-01-01,Failed,62785,Deposit,Quarterly,North,Unemployed,5,5
A0442,Customer_442,69,Male,Divorced,Savings,61426,5.342928000046837,4,2008-10-03,2022-04-12,Failed,97505,Transfer,Monthly,East,Retired,1,5
A0443,Customer_443,59,Male,Married,Savings,262609,4.589426148970651,5,2005-12-22,2025-09-06,Failed,9112,Withdrawal,Quarterly,West,Self-Employed,2,2
A0444,Customer_444,51,Female,Divorced,Fixed Deposit,35677,5.957302285777455,6,2003-05-26,2026-03-02,Failed,51086,Deposit,Monthly,South,Self-Employed,3,1
A0445,Customer_445,18,Female,Divorced,Savings,479621,3.94046554973998,1,2015-09-13,2021-11-09,Success,27163,Deposit,Monthly,West,Unemployed,3,5
A0446,Customer_446,60,Female,Married,Fixed Deposit,54015,6.589509720155725,20,2007-05-25,2022-04-23,Failed,17130,Deposit,Monthly,West,Retired,4,4
A0447,Customer_447,70,Male,Single,Fixed Deposit,963625,6.40775990659138,20,2020-04-15,2030-03-08,Failed,27058,Transfer,Quarterly,North,Self-Employed,5,5
A0448,Customer_448,53,Female,Divorced,Current,378880,2.199523492924488,9,2008-10-10,2022-06-22,Failed,40700,Withdrawal,Yearly,South,Retired,0,3
A0449,Customer_449,37,Female,Single,Savings,739862,5.24262374356654,20,2012-11-20,2021-03-13,Failed,56749,Withdrawal,Quarterly,West,Unemployed,5,1
A0450,Customer_450,60,Male,Single,Savings,209781,2.5161250644824,19,2000-01-31,2026-05-19,Success,93118,Transfer,Monthly,East,Retired,4,5
A0451,Customer_451,24,Male,Divorced,Fixed Deposit,288286,6.842207004181031,20,2011-07-24,2024-11-27,Success,87235,Deposit,Monthly,East,Retired,1,2
A0452,Customer_452,26,Female,Divorced,Current,387244,5.1678349088746,8,2015-11-14,2024-06-30,Success,62330,Withdrawal,Quarterly,West,Unemployed,5,3
A0453,Customer_453,34,Male,Single,Savings,864508,3.367476576375673,20,2017-04-16,2028-10-01,Failed,20911,Transfer,Monthly,East,Student,1,5
A0454,Customer_454,25,Male,Divorced,Current,487768,5.709548535321506,8,2011-01-02,2025-01-25,Failed,79229,Deposit,Yearly,West,Student,2,2
A0455,Customer_455,24,Male,Divorced,Fixed Deposit,530663,4.89315717460029,8,2010-09-21,2022-07-24,Success,75478,Deposit,Monthly,West,Self-Employed,5,4
A0456,Customer_456,65,Female,Single,Savings,417224,4.850800759116181,1,2009-10-12,2030-03-01,Failed,40773,Withdrawal,Monthly,West,Unemployed,0,3
A0457,Customer_457,53,Female,Single,Current,667275,3.8832978477208058,12,2009-01-21,2025-12-16,Failed,77103,Deposit,Monthly,West,Self-Employed,3,5
A0458,Customer_458,27,Female,Married,Savings,968912,3.8925925852841425,3,2018-12-06,2030-12-24,Failed,26704,Transfer,Yearly,West,Self-Employed,5,1
A0459,Customer_459,35,Female,Divorced,Savings,130890,4.938394123812635,16,2016-04-27,2027-09-14,Success,65960,Withdrawal,Monthly,North,Retired,0,4
A0460,Customer_460,36,Female,Married,Current,715263,6.491133087704668,5,2017-07-07,2026-11-13,Failed,94048,Transfer,Quarterly,North,Student,2,5
A0461,Customer_461,56,Female,Single,Savings,33047,2.3891873552152103,17,2018-03-21,2029-07-25,Failed,89862,Transfer,Monthly,West,Employed,4,4
A0462,Customer_462,31,Male,Divorced,Fixed Deposit,254690,3.257932051134436,20,2017-08-12,2024-11-02,Failed,60256,Withdrawal,Yearly,North,Unemployed,0,4
A0463,Customer_463,63,Male,Single,Savings,391559,6.863370541752965,16,2001-07-28,2022-12-07,Failed,36202,Deposit,Monthly,South,Student,2,5
A0464,Customer_464,39,Male,Divorced,Savings,513530,3.114496272667191,12,2012-02-11,2028-12-17,Success,26537,Transfer,Yearly,East,Self-Employed,4,4
A0465,Customer_465,31,Female,Divorced,Current,623899,4.029211012754515,6,2005-01-24,2024-06-01,Success,1075,Withdrawal,Monthly,South,Self-Employed,4,1
A0466,Customer_466,61,Female,Married,Current,468773,6.08618382616786,13,2000-01-28,2021-04-28,Failed,18802,Transfer,Monthly,East,Student,5,2
A0467,Customer_467,58,Male,Single,Current,187209,3.7251616152696894,16,2008-08-15,2029-05-08,Success,58522,Withdrawal,Quarterly,South,Employed,4,1
A0468,Customer_468,34,Female,Divorced,Savings,913765,5.963287267167496,16,2015-06-17,2030-02-19,Failed,8484,Transfer,Monthly,East,Employed,0,5
A0469,Customer_469,50,Female,Married,Current,498635,6.435859717585555,5,2018-05-06,2022-05-01,Failed,52428,Withdrawal,Yearly,North,Unemployed,0,4
A0470,Customer_470,49,Female,Single,Savings,616388,2.0329884328632417,6,2017-06-28,2023-06-30,Failed,79378,Transfer,Yearly,West,Self-Employed,3,5
A0471,Customer_471,34,Female,Married,Fixed Deposit,579115,6.410171215942811,7,2010-10-24,2022-06-12,Success,32453,Transfer,Monthly,South,Self-Employed,4,1
A0472,Customer_472,21,Female,Single,Fixed Deposit,367749,4.199493503779389,8,2002-09-19,2030-08-11,Success,69025,Transfer,Yearly,West,Employed,4,3
A0473,Customer_473,23,Male,Divorced,Savings,361971,3.149953830133685,2,2012-09-20,2028-10-14,Failed,43208,Deposit,Quarterly,North,Retired,1,4
A0474,Customer_474,58,Female,Married,Savings,172456,4.572706365714855,14,2012-01-03,2022-08-07,Failed,74709,Transfer,Monthly,West,Student,1,2
A0475,Customer_475,45,Female,Married,Fixed Deposit,879343,3.404047541749369,1,2020-12-20,2028-09-19,Success,64450,Deposit,Monthly,West,Unemployed,2,1
A0476,Customer_476,35,Female,Divorced,Fixed Deposit,938942,2.751202038932803,9,2008-01-19,2023-07-18,Failed,60419,Transfer,Quarterly,North,Employed,5,3
A0477,Customer_477,20,Female,Single,Savings,272224,2.786786763452848,14,2007-06-24,2024-06-13,Failed,60746,Deposit,Monthly,North,Employed,1,1
A0478,Customer_478,18,Female,Divorced,Fixed Deposit,786342,5.010101382333886,8,2015-04-17,2022-05-29,Failed,75614,Deposit,Quarterly,North,Retired,5,3
A0479,Customer_479,39,Male,Married,Fixed Deposit,872230,6.084775377747797,7,2006-10-16,2023-05-10,Failed,5222,Deposit,Monthly,East,Student,5,5
A0480,Customer_480,67,Female,Divorced,Savings,723312,5.305548214552787,7,2008-12-25,2022-06-18,Failed,96738,Deposit,Quarterly,North,Retired,1,3
A0481,Customer_481,26,Male,Married,Current,95782,4.073068425475531,3,2001-03-28,2021-11-18,Success,12041,Deposit,Quarterly,East,Self-Employed,1,1
A0482,Customer_482,58,Male,Divorced,Current,299916,3.6511238262152546,6,2014-03-07,2025-10-07,Success,37837,Withdrawal,Quarterly,North,Employed,5,5
A0483,Customer_483,34,Male,Single,Fixed Deposit,29783,2.5666934878199044,15,2014-07-06,2028-09-30,Failed,84811,Deposit,Yearly,East,Unemployed,5,4
A0484,Customer_484,28,Male,Married,Savings,406343,5.376147131577679,20,2002-01-12,2029-07-23,Success,59909,Deposit,Monthly,West,Retired,3,4
A0485,Customer_485,65,Female,Married,Fixed Deposit,53062,4.395105816822646,16,2008-03-11,2029-10-17,Failed,45553,Transfer,Quarterly,East,Self-Employed,1,2
A0486,Customer_486,46,Male,Single,Fixed Deposit,171820,4.953954494045908,11,2011-12-28,2022-04-03,Success,91891,Transfer,Quarterly,North,Unemployed,0,4
A0487,Customer_487,53,Female,Divorced,Savings,896296,5.236296170702762,15,2019-02-20,2021-11-15,Success,93377,Deposit,Yearly,North,Employed,4,2
A0488,Customer_488,63,Male,Single,Current,601056,4.054496035816,8,2007-08-17,2021-03-19,Success,39087,Transfer,Quarterly,North,Self-Employed,2,4
A0489,Customer_489,45,Male,Divorced,Fixed Deposit,818711,3.2183515371063476,14,2001-10-21,2029-09-09,Success,51360,Withdrawal,Monthly,South,Unemployed,4,3
A0490,Customer_490,53,Female,Single,Fixed Deposit,225729,2.6394255747454802,13,2018-11-12,2026-06-07,Failed,80450,Withdrawal,Yearly,South,Unemployed,2,5
A0491,Customer_491,18,Male,Single,Current,899746,4.961738301855666,2,2010-04-23,2029-06-30,Success,23054,Deposit,Yearly,West,Student,0,3
A0492,Customer_492,25,Female,Married,Savings,233103,2.673620240000651,20,2017-01-20,2025-11-02,Failed,54501,Transfer,Monthly,South,Retired,5,3
A0493,Customer_493,22,Female,Married,Savings,679827,4.563214080005544,13,2017-03-11,2021-06-24,Failed,32754,Transfer,Quarterly,South,Unemployed,1,2
A0494,Customer_494,62,Female,Divorced,Savings,237047,6.453988357345361,11,2006-07-03,2023-03-16,Failed,23637,Withdrawal,Quarterly,South,Unemployed,5,5
A0495,Customer_495,27,Male,Single,Savings,711614,2.7343255004253986,13,2014-07-12,2022-03-18,Success,81067,Deposit,Yearly,East,Retired,0,5
A0496,Customer_496,52,Female,Divorced,Savings,217773,2.831706831539409,20,2004-07-21,2021-05-15,Success,96207,Transfer,Yearly,East,Student,1,4
A0497,Customer_497,20,Female,Single,Fixed Deposit,283154,6.612234353275505,19,2003-12-17,2029-11-23,Success,56733,Withdrawal,Monthly,North,Unemployed,4,2
A0498,Customer_498,41,Female,Single,Fixed Deposit,684238,4.583203463190732,20,2012-06-08,2028-05-26,Success,60108,Withdrawal,Yearly,West,Retired,2,5
A0499,Customer_499,55,Male,Married,Current,430399,4.027281582331565,18,2000-11-18,2026-10-05,Failed,50518,Withdrawal,Monthly,South,Retired,0,5
A0500,Customer_500,53,Male,Single,Current,539214,6.846218435600575,17,2008-08-13,2027-08-27,Failed,86486,Transfer,Monthly,North,Self-Employed,1,3
A0501,Customer_501,27,Male,Married,Current,22026,5.1881135336540645,2,2014-10-26,2021-08-31,Failed,24144,Deposit,Yearly,North,Employed,1,1
A0502,Customer_502,45,Female,Married,Current,907630,6.392544914765183,17,2004-04-13,2026-04-06,Success,91656,Withdrawal,Quarterly,North,Retired,1,5
A0503,Customer_503,26,Male,Single,Savings,819207,5.63987157723848,4,2006-09-14,2022-05-03,Success,74629,Withdrawal,Quarterly,South,Self-Employed,4,1
A0504,Customer_504,20,Male,Single,Savings,805858,6.106516550610014,15,2015-08-10,2023-11-03,Success,12621,Deposit,Yearly,North,Employed,4,3
A0505,Customer_505,37,Female,Divorced,Current,716338,6.73626934311347,15,2008-09-30,2021-06-27,Success,51683,Withdrawal,Monthly,North,Self-Employed,3,5
A0506,Customer_506,41,Female,Divorced,Fixed Deposit,10330,3.082967089459425,2,2020-02-08,2021-09-29,Failed,91672,Transfer,Quarterly,South,Unemployed,3,1
A0507,Customer_507,68,Male,Divorced,Savings,498126,5.03262948962956,8,2002-05-24,2024-05-20,Failed,5823,Withdrawal,Monthly,South,Self-Employed,0,1
A0508,Customer_508,20,Female,Married,Savings,956793,4.35706727457428,17,2014-02-22,2028-06-27,Success,31517,Transfer,Monthly,North,Unemployed,4,5
A0509,Customer_509,40,Male,Married,Fixed Deposit,139741,4.408341995275274,18,2015-06-13,2021-02-12,Success,20800,Deposit,Yearly,West,Retired,0,1
A0510,Customer_510,31,Female,Married,Fixed Deposit,679818,3.0968190740929384,13,2008-01-22,2029-06-18,Success,35984,Transfer,Quarterly,North,Employed,2,5
A0511,Customer_511,61,Male,Married,Fixed Deposit,182614,4.053834259541285,2,2010-11-29,2022-01-31,Success,82424,Deposit,Monthly,West,Self-Employed,5,4
A0512,Customer_512,33,Female,Married,Fixed Deposit,631343,2.713560685314836,18,2001-11-26,2029-10-10,Failed,70582,Deposit,Yearly,West,Retired,0,2
A0513,Customer_513,60,Male,Married,Fixed Deposit,840767,4.913230688141777,13,2019-11-08,2022-05-23,Failed,38358,Transfer,Monthly,North,Retired,1,2
A0514,Customer_514,24,Male,Single,Current,9874,5.837450563232755,17,2014-03-11,2027-10-01,Failed,87480,Transfer,Yearly,North,Student,3,2
A0515,Customer_515,40,Female,Divorced,Fixed Deposit,235639,5.116058694558172,2,2009-10-27,2023-04-22,Failed,8848,Withdrawal,Monthly,East,Unemployed,0,5
A0516,Customer_516,67,Female,Divorced,Savings,265650,4.554024542291488,7,2016-06-28,2027-08-04,Success,91594,Transfer,Monthly,West,Retired,3,2
A0517,Customer_517,53,Female,Divorced,Fixed Deposit,638894,2.8386085079679932,10,2004-04-01,2023-03-31,Failed,95328,Transfer,Yearly,West,Retired,0,2
A0518,Customer_518,44,Female,Single,Current,845193,5.4279558190208395,15,2003-02-20,2023-01-27,Success,94787,Transfer,Yearly,South,Retired,3,1
A0519,Customer_519,57,Male,Divorced,Savings,989812,6.611759724224736,13,2000-10-19,2028-07-09,Success,28576,Deposit,Monthly,South,Unemployed,1,4
A0520,Customer_520,65,Male,Married,Fixed Deposit,321297,4.982666812486797,10,2004-04-30,2024-12-10,Success,64782,Transfer,Yearly,East,Retired,0,1
